"txnidx","date","date2","status","code","description","comment","account","amount","commodity","credit","debit","posting-status","posting-comment"
"4499","2023-03-24","THE QUEEN & MANGOSTEEN  SINGAPORE","","28.08","expenses:dine_out","",""
"4500","2023-03-24","FINEST @ CLEMENTI MALL  SINGAPORE","","12.82",,"",""
"4501","2023-03-24","CUISINE OF CM PTE LTD-1 SINGAPORE","","8.10",,"",""
"4502","2023-03-25","SWAROVSKI               SINGAPORE","","115.50","expenses:gift","",""
"4503","2023-03-25","OLLA COFFEE (CLEMENTI)  SINGAPORE","","40.50",,"",""
"4504","2023-03-25","MCDONALD CM             SINGAPORE","","8.50",,"",""
"4505","2023-03-25","BATH & BODY WORKS- IMM  SINGAPORE","","67.00","expenses:gift","",""
"4506","2023-03-26","OLD CHANG KEE SINGAPORE SINGAPORE","","1.80",,"",""
"4507","2023-03-26","CLIMB CENTRAL FUNAN 000 SINGAPORE","","69.12",,"",""
"4508","2023-03-26","CARROTSTICKS STANLEY ST SINGAPORE","","102.06",,"",""
"4509","2023-03-28","OLLA COFFEE (CLEMENTI)  SINGAPORE","","24.20",,"",""
"4510","2023-03-28","DELIVEROO               SINGAPORE","","32.90",,"",""
"4511","2023-03-29","WH SMITH- TERMINAL 1 LA SINGAPORE","","2.00","expenses:groceries","",""
"4512","2023-03-29","GRAB                    SINGAPORE","","10.00",,"",""
"4513","2023-03-29","DELIVEROO               SINGAPORE","","32.90",,"",""
"4514","2023-03-31","DELIVEROO               SINGAPORE","","16.98",,"",""
